start,end,eventtype,operationtype,time,ref.size
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing-updating\social-tracking-protection-twitter-digest256.vlpset,FileEvent,Delete,2021-10-09 16:24:30.862,0
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing-updating\social-tracking-protection-twitter-digest256.vlpset,FileEvent,Write,2021-10-09 16:24:19.96,229
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing-updating\social-tracking-protection-twitter-digest256.vlpset,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",FileEvent,Read,2021-10-09 16:24:19.96,32997
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",35.244.247.133,IpChannelEvent,TcpIpConnect,2021-10-09 16:24:11.130,0
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",35.244.247.133,IpChannelEvent,TcpIpDisconnect,2021-10-09 16:24:11.341,0
35.244.247.133,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",IpChannelEvent,TcpIpRecv,2021-10-09 16:24:11.219,4009
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",35.244.247.133,IpChannelEvent,TcpIpSend,2021-10-09 16:24:11.219,792
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing-updating\mozstd-trackwhite-digest256.vlpset,FileEvent,Delete,2021-10-09 16:24:30.859,0
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing-updating\mozstd-trackwhite-digest256.vlpset,FileEvent,Write,2021-10-09 16:24:18.731,309221
C:\Program Files\Mozilla Firefox\api-ms-win-crt-multibyte-l1-1-0.dll,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",FileEvent,Read,2021-10-09 16:24:08.87,65536
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\social-tracking-protection-facebook-digest256.vlpset,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",FileEvent,Read,2021-10-09 16:24:08.738,453
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\social-tracking-protection-facebook-digest256.vlpset,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",FileEvent,Read,2021-10-09 16:24:19.94,453
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\google4\goog-malware-proto.metadata,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",FileEvent,Read,2021-10-09 16:24:09.566,71
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\google4\goog-malware-proto.metadata,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",FileEvent,Read,2021-10-09 16:24:18.723,71
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\default\moz-extension+++0c3666b5-67b1-4855-b50d-d5fbfc0d2874^userContextId=4294967295\.metadata-v2,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",FileEvent,Read,2021-10-09 16:24:09.464,512
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\default\moz-extension+++0c3666b5-67b1-4855-b50d-d5fbfc0d2874^userContextId=4294967295\.metadata-v2,FileEvent,Write,2021-10-09 16:24:13.161,8
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing-updating\google4\goog-malware-proto.vlpset,FileEvent,Delete,2021-10-09 16:24:30.856,0
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing-updating\google4\goog-malware-proto.vlpset,FileEvent,Write,2021-10-09 16:24:18.724,131104
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",34.107.221.82,IpChannelEvent,TcpIpConnect,2021-10-09 16:24:09.186,0
34.107.221.82,"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",IpChannelEvent,TcpIpRecv,2021-10-09 16:24:09.227,660
"""C:\Program Files\Mozilla Firefox\firefox.exe"" snapdeal.com
PID:764",34.107.221.82,IpChannelEvent,TcpIpSend,2021-10-09 16:24:09.227,1005
