start,end,eventtype,operationtype,time,ref.size
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,FileEvent,Write,2021-10-08 17:15:57.962,57944
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:16:07.973,8
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:15:56.456,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:16:02.597,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:16:01.52,12388
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:15:56.755,410
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:16:04.303,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:16:01.11,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:16:01.11,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\ca97d2dd-ab4d-47cf-8ff9-463613576e3d.tmp,FileEvent,Write,2021-10-08 17:15:56.579,6998
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Site Characteristics Database\LOG.old~RF31a5d6.TMP,FileEvent,Delete,2021-10-08 17:15:56.452,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://demiselogammulia22222.co.vu/Notification_help.html
PID:3348",FileEvent,Read,2021-10-08 17:15:56.457,8192
