start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",FileEvent,Read,2021-10-08 17:15:20.722,8
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,FileEvent,Write,2021-10-08 17:15:10.712,57944
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",FileEvent,Read,2021-10-08 17:15:08.233,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",FileEvent,Read,2021-10-08 17:15:14.228,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",FileEvent,Read,2021-10-08 17:15:12.376,12388
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOG.old~RF30e9e9.TMP,FileEvent,Delete,2021-10-08 17:15:08.228,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\6716b069-2df5-4126-8252-01545365ff3a.tmp,FileEvent,Delete,2021-10-08 17:15:08.245,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\6716b069-2df5-4126-8252-01545365ff3a.tmp,FileEvent,Write,2021-10-08 17:15:08.245,1
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",FileEvent,Read,2021-10-08 17:15:08.462,1230
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://personas-banitsmo-dashboard.spa-lasdalias.com.ar/
PID:192",FileEvent,Read,2021-10-08 17:15:14.513,32768
