start,end,eventtype,operationtype,time,ref.size
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,FileEvent,Write,2021-10-08 17:15:10.464,62048
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:20.472,8
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.687,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:13.774,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:12.930,12388
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOG.old~RF30eb8f.TMP,FileEvent,Delete,2021-10-08 17:15:08.638,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\optimization_guide_hint_cache_store\LOG.old~RF30ffe2.TMP,FileEvent,Delete,2021-10-08 17:15:13.828,0
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:09.41,410
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:14.306,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:12.882,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:12.882,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.689,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Web Data,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.649,16484
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\ThirdPartyModuleList32\2018.7.19.1\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.689,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Local State~RF30ed15.TMP,FileEvent,Delete,2021-10-08 17:15:09.112,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Feature Engagement Tracker\EventDB\LOG.old~RF3101c6.TMP,FileEvent,Delete,2021-10-08 17:15:14.296,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\metadata\LOG.old~RF3101d6.TMP,FileEvent,Delete,2021-10-08 17:15:14.303,0
C:\Windows\System32\mf.dll,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:14.287,4096
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Session_13279022487986185,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:11.136,3812
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\SSLErrorAssistant\7\ssl_error_assistant.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:13.773,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\LOG.old~RF310243.TMP,FileEvent,Delete,2021-10-08 17:15:14.415,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.639,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History,FileEvent,Write,2021-10-08 17:15:20.851,40960
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.621,2121976
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\OptimizationHints\302\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.680,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\LOG,FileEvent,Write,2021-10-08 17:15:12.892,12514
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\CURRENT~RF3104e3.TMP,FileEvent,Delete,2021-10-08 17:15:15.78,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\pnacl\0.57.44.2492\_platform_specific\x86_32\pnacl_public_pnacl_json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:08.679,8192
C:\Program Files\Google\Chrome\Application\94.0.4606.81\resources.pak,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:12.889,7983104
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=gpu-process --field-trial-handle=1036,9474864618177618651,18281941031775946665,131072 --gpu-preferences=UAAAAAAAAADgAAAIAAAAAAAAAAAAAAAAAABgAIAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAAAAAAAAAeAAAAAAAAAAoAAAABAAAACAAAAAAAAAAKAAAAAAAAAAwAAAAAAAAADgAAAAAAAAAEAAAAAAAAAAAAAAADQAAABAAAAAAAAAAAQAAAA0AAAAQAAAAAAAAAAQAAAANAAAAEAAAAAAAAAAHAAAADQAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1044 /prefetch:2
PID:3092",ProcessEvent,Stop,2021-10-08 17:15:09.928,
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\metadata\CURRENT,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" samplicio.us
PID:3024",FileEvent,Read,2021-10-08 17:15:14.304,16384
