start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",FileEvent,Read,2021-10-08 17:15:40.181,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",FileEvent,Read,2021-10-08 17:15:45.293,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",FileEvent,Read,2021-10-08 17:15:45.221,12388
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --field-trial-handle=1056,7831145007940321436,11415928611080050824,131072 --lang=zh-CN --service-sandbox-type=utility --mojo-platform-channel-handle=1484 /prefetch:8
PID:3152",ProcessEvent,Create,2021-10-08 17:15:40.144,
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Local State~RF31bb81.TMP,FileEvent,Delete,2021-10-08 17:16:01.872,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Tabs_13279244759218887,FileEvent,Write,2021-10-08 17:15:43.114,8452
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --field-trial-handle=1056,7831145007940321436,11415928611080050824,131072 --lang=zh-CN --service-sandbox-type=service --mojo-platform-channel-handle=1404 /prefetch:8
PID:2512",ProcessEvent,Stop,2021-10-08 17:15:45.398,
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",FileEvent,Read,2021-10-08 17:15:45.825,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Session_13279244758770808,FileEvent,Write,2021-10-08 17:15:42.665,6061
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" etherscan.io
PID:612",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:45.184,0
